,Date,NO2_nearest_1,PM10_nearest_1,NO2_nearest_2,O3_own,NO2_own,hour,day,month,day_of_week,code,lon,lat
0,2022-12-31 23:00:00,43.0,39.86,43.0,3.0,47.0,23,31,12,5,ES1148A,2.222245,41.425621
1,2023-01-01 00:00:00,39.0,39.86,41.0,3.0,47.0,0,1,1,6,ES1148A,2.222245,41.425621
2,2023-01-01 01:00:00,38.0,39.86,39.0,3.0,41.0,1,1,1,6,ES1148A,2.222245,41.425621
3,2023-01-01 02:00:00,38.0,39.86,36.0,3.0,39.0,2,1,1,6,ES1148A,2.222245,41.425621
4,2023-01-01 03:00:00,38.0,39.86,33.0,2.0,36.0,3,1,1,6,ES1148A,2.222245,41.425621
5,2023-01-01 04:00:00,32.0,39.86,30.0,3.0,33.0,4,1,1,6,ES1148A,2.222245,41.425621
6,2023-01-01 05:00:00,29.0,39.86,29.0,2.0,30.0,5,1,1,6,ES1148A,2.222245,41.425621
7,2023-01-01 06:00:00,27.0,39.86,28.0,3.0,27.0,6,1,1,6,ES1148A,2.222245,41.425621
8,2023-01-01 07:00:00,26.0,39.86,24.0,3.0,26.0,7,1,1,6,ES1148A,2.222245,41.425621
9,2023-01-01 08:00:00,28.0,39.86,25.0,5.0,26.0,8,1,1,6,ES1148A,2.222245,41.425621
10,2023-01-01 09:00:00,29.0,39.86,24.0,12.0,24.0,9,1,1,6,ES1148A,2.222245,41.425621
11,2023-01-01 10:00:00,29.0,39.86,26.0,17.0,28.0,10,1,1,6,ES1148A,2.222245,41.425621
12,2023-01-01 11:00:00,33.0,39.86,26.0,20.0,28.0,11,1,1,6,ES1148A,2.222245,41.425621
13,2023-01-01 12:00:00,41.0,39.86,20.0,39.0,17.0,12,1,1,6,ES1148A,2.222245,41.425621
14,2023-01-01 13:00:00,30.0,39.86,21.0,44.0,14.0,13,1,1,6,ES1148A,2.222245,41.425621
15,2023-01-01 14:00:00,23.0,39.86,20.0,42.0,14.0,14,1,1,6,ES1148A,2.222245,41.425621
16,2023-01-01 15:00:00,31.0,39.86,19.0,34.0,17.0,15,1,1,6,ES1148A,2.222245,41.425621
17,2023-01-01 16:00:00,56.0,39.86,29.0,11.0,35.0,16,1,1,6,ES1148A,2.222245,41.425621
18,2023-01-01 17:00:00,63.0,39.86,38.0,1.0,49.0,17,1,1,6,ES1148A,2.222245,41.425621
19,2023-01-01 18:00:00,53.0,39.86,45.0,1.0,59.0,18,1,1,6,ES1148A,2.222245,41.425621
20,2023-01-01 19:00:00,52.0,39.86,45.0,2.0,53.0,19,1,1,6,ES1148A,2.222245,41.425621
21,2023-01-01 20:00:00,47.0,39.86,44.0,2.0,48.0,20,1,1,6,ES1148A,2.222245,41.425621
22,2023-01-01 21:00:00,45.0,39.86,40.0,3.0,44.0,21,1,1,6,ES1148A,2.222245,41.425621
23,2023-01-01 22:00:00,46.0,39.86,35.0,3.0,42.0,22,1,1,6,ES1148A,2.222245,41.425621
24,2023-01-01 23:00:00,46.0,48.06,39.0,2.0,42.0,23,1,1,6,ES1148A,2.222245,41.425621
25,2023-01-02 00:00:00,38.0,48.06,37.0,2.0,38.0,0,2,1,0,ES1148A,2.222245,41.425621
26,2023-01-02 01:00:00,34.0,48.06,33.0,3.0,36.0,1,2,1,0,ES1148A,2.222245,41.425621
27,2023-01-02 02:00:00,36.0,48.06,32.0,2.0,32.0,2,2,1,0,ES1148A,2.222245,41.425621
28,2023-01-02 03:00:00,31.0,48.06,31.0,2.0,31.0,3,2,1,0,ES1148A,2.222245,41.425621
29,2023-01-02 04:00:00,29.0,48.06,30.0,2.0,28.0,4,2,1,0,ES1148A,2.222245,41.425621
30,2023-01-02 05:00:00,34.0,48.06,29.0,2.0,32.0,5,2,1,0,ES1148A,2.222245,41.425621
31,2023-01-02 06:00:00,32.0,48.06,32.0,2.0,32.0,6,2,1,0,ES1148A,2.222245,41.425621
32,2023-01-02 07:00:00,39.0,48.06,35.0,2.0,40.0,7,2,1,0,ES1148A,2.222245,41.425621
33,2023-01-02 08:00:00,47.0,48.06,39.0,2.0,44.0,8,2,1,0,ES1148A,2.222245,41.425621
34,2023-01-02 09:00:00,43.0,48.06,43.0,5.0,44.0,9,2,1,0,ES1148A,2.222245,41.425621
35,2023-01-02 10:00:00,50.0,48.06,47.0,6.0,56.0,10,2,1,0,ES1148A,2.222245,41.425621
36,2023-01-02 11:00:00,59.0,48.06,50.0,7.0,59.0,11,2,1,0,ES1148A,2.222245,41.425621
37,2023-01-02 12:00:00,58.0,48.06,54.0,11.0,59.0,12,2,1,0,ES1148A,2.222245,41.425621
38,2023-01-02 13:00:00,54.0,48.06,58.0,11.0,60.0,13,2,1,0,ES1148A,2.222245,41.425621
39,2023-01-02 14:00:00,54.0,48.06,62.0,8.0,62.0,14,2,1,0,ES1148A,2.222245,41.425621
40,2023-01-02 15:00:00,67.0,48.06,63.0,4.0,68.0,15,2,1,0,ES1148A,2.222245,41.425621
41,2023-01-02 16:00:00,80.0,48.06,62.0,2.0,79.0,16,2,1,0,ES1148A,2.222245,41.425621
42,2023-01-02 17:00:00,89.0,48.06,64.0,1.0,81.0,17,2,1,0,ES1148A,2.222245,41.425621
43,2023-01-02 18:00:00,92.0,48.06,63.0,2.0,94.0,18,2,1,0,ES1148A,2.222245,41.425621
44,2023-01-02 19:00:00,86.0,48.06,54.0,2.0,92.0,19,2,1,0,ES1148A,2.222245,41.425621
45,2023-01-02 20:00:00,72.0,48.06,54.0,2.0,78.0,20,2,1,0,ES1148A,2.222245,41.425621
46,2023-01-02 21:00:00,75.0,48.06,56.0,2.0,74.0,21,2,1,0,ES1148A,2.222245,41.425621
47,2023-01-02 22:00:00,75.0,48.06,54.0,3.0,70.0,22,2,1,0,ES1148A,2.222245,41.425621
48,2023-01-02 23:00:00,66.0,37.22,50.0,2.0,62.0,23,2,1,0,ES1148A,2.222245,41.425621
49,2023-01-03 00:00:00,60.0,37.22,41.0,2.0,55.0,0,3,1,1,ES1148A,2.222245,41.425621
50,2023-01-03 01:00:00,53.0,37.22,39.0,3.0,53.0,1,3,1,1,ES1148A,2.222245,41.425621
51,2023-01-03 02:00:00,42.0,37.22,40.0,2.0,43.0,2,3,1,1,ES1148A,2.222245,41.425621
52,2023-01-03 03:00:00,41.0,37.22,36.0,2.0,40.0,3,3,1,1,ES1148A,2.222245,41.425621
53,2023-01-03 04:00:00,38.0,37.22,32.0,2.0,39.0,4,3,1,1,ES1148A,2.222245,41.425621
54,2023-01-03 05:00:00,39.0,37.22,30.0,1.0,38.0,5,3,1,1,ES1148A,2.222245,41.425621
55,2023-01-03 06:00:00,37.0,37.22,28.0,1.0,40.0,6,3,1,1,ES1148A,2.222245,41.425621
56,2023-01-03 07:00:00,36.0,37.22,28.0,1.0,39.0,7,3,1,1,ES1148A,2.222245,41.425621
57,2023-01-03 08:00:00,32.0,37.22,28.0,2.0,39.0,8,3,1,1,ES1148A,2.222245,41.425621
58,2023-01-03 09:00:00,34.0,37.22,32.0,3.0,40.0,9,3,1,1,ES1148A,2.222245,41.425621
59,2023-01-03 10:00:00,44.0,37.22,35.0,4.0,44.0,10,3,1,1,ES1148A,2.222245,41.425621
60,2023-01-03 11:00:00,45.0,37.22,40.0,7.0,45.0,11,3,1,1,ES1148A,2.222245,41.425621
61,2023-01-03 12:00:00,25.0,37.22,47.0,13.0,38.0,12,3,1,1,ES1148A,2.222245,41.425621
62,2023-01-03 13:00:00,35.0,37.22,24.932529110665428,17.0,48.0,13,3,1,1,ES1148A,2.222245,41.425621
63,2023-01-03 14:00:00,60.0,37.22,24.932529110665428,18.0,50.0,14,3,1,1,ES1148A,2.222245,41.425621
64,2023-01-03 15:00:00,54.0,37.22,48.0,14.0,50.0,15,3,1,1,ES1148A,2.222245,41.425621
65,2023-01-03 16:00:00,41.0,37.22,49.0,5.0,60.0,16,3,1,1,ES1148A,2.222245,41.425621
66,2023-01-03 17:00:00,50.0,37.22,49.0,1.0,68.0,17,3,1,1,ES1148A,2.222245,41.425621
67,2023-01-03 18:00:00,49.0,37.22,33.0,3.0,55.0,18,3,1,1,ES1148A,2.222245,41.425621
68,2023-01-03 19:00:00,40.0,37.22,26.0,8.0,44.0,19,3,1,1,ES1148A,2.222245,41.425621
69,2023-01-03 20:00:00,36.0,37.22,24.0,5.0,46.0,20,3,1,1,ES1148A,2.222245,41.425621
70,2023-01-03 21:00:00,32.0,37.22,20.0,4.0,45.0,21,3,1,1,ES1148A,2.222245,41.425621
71,2023-01-03 22:00:00,32.0,37.22,20.0,3.0,44.0,22,3,1,1,ES1148A,2.222245,41.425621
72,2023-01-03 23:00:00,31.0,24.58,18.0,7.0,37.0,23,3,1,1,ES1148A,2.222245,41.425621
73,2023-01-04 00:00:00,21.0,24.58,19.0,10.0,29.0,0,4,1,2,ES1148A,2.222245,41.425621
74,2023-01-04 01:00:00,19.0,24.58,21.0,11.0,25.0,1,4,1,2,ES1148A,2.222245,41.425621
75,2023-01-04 02:00:00,19.0,24.58,24.0,7.0,25.0,2,4,1,2,ES1148A,2.222245,41.425621
76,2023-01-04 03:00:00,19.0,24.58,22.0,7.0,24.0,3,4,1,2,ES1148A,2.222245,41.425621
77,2023-01-04 04:00:00,21.0,24.58,23.0,4.0,26.0,4,4,1,2,ES1148A,2.222245,41.425621
78,2023-01-04 05:00:00,21.0,24.58,24.0,3.0,28.0,5,4,1,2,ES1148A,2.222245,41.425621
79,2023-01-04 06:00:00,24.0,24.58,27.0,2.0,31.0,6,4,1,2,ES1148A,2.222245,41.425621
80,2023-01-04 07:00:00,28.0,24.58,29.0,2.0,34.0,7,4,1,2,ES1148A,2.222245,41.425621
81,2023-01-04 08:00:00,30.0,24.58,31.0,4.0,33.0,8,4,1,2,ES1148A,2.222245,41.425621
82,2023-01-04 09:00:00,27.0,24.58,32.0,8.0,30.0,9,4,1,2,ES1148A,2.222245,41.425621
83,2023-01-04 10:00:00,30.0,24.58,31.0,12.0,28.0,10,4,1,2,ES1148A,2.222245,41.425621
84,2023-01-04 11:00:00,27.0,24.58,27.0,15.0,27.0,11,4,1,2,ES1148A,2.222245,41.425621
85,2023-01-04 12:00:00,22.0,24.58,29.0,25.0,24.0,12,4,1,2,ES1148A,2.222245,41.425621
86,2023-01-04 13:00:00,19.0,24.58,29.0,32.0,23.0,13,4,1,2,ES1148A,2.222245,41.425621
87,2023-01-04 14:00:00,44.0,24.58,35.0,23.0,36.0,14,4,1,2,ES1148A,2.222245,41.425621
88,2023-01-04 15:00:00,57.0,24.58,40.0,16.0,41.0,15,4,1,2,ES1148A,2.222245,41.425621
89,2023-01-04 16:00:00,63.0,24.58,47.0,3.0,57.0,16,4,1,2,ES1148A,2.222245,41.425621
90,2023-01-04 17:00:00,68.0,24.58,51.0,2.0,63.0,17,4,1,2,ES1148A,2.222245,41.425621
91,2023-01-04 18:00:00,73.0,24.58,56.0,2.0,72.0,18,4,1,2,ES1148A,2.222245,41.425621
92,2023-01-04 19:00:00,44.0,24.58,53.0,2.0,61.0,19,4,1,2,ES1148A,2.222245,41.425621
93,2023-01-04 20:00:00,43.0,24.58,47.0,5.0,43.0,20,4,1,2,ES1148A,2.222245,41.425621
94,2023-01-04 21:00:00,42.0,24.58,42.0,5.0,42.0,21,4,1,2,ES1148A,2.222245,41.425621
95,2023-01-04 22:00:00,44.0,24.58,40.0,3.0,43.0,22,4,1,2,ES1148A,2.222245,41.425621
96,2023-01-04 23:00:00,37.0,22.64,38.0,4.0,38.0,23,4,1,2,ES1148A,2.222245,41.425621
97,2023-01-05 00:00:00,31.0,22.64,35.0,7.0,32.0,0,5,1,3,ES1148A,2.222245,41.425621
98,2023-01-05 01:00:00,28.0,22.64,31.0,8.0,29.0,1,5,1,3,ES1148A,2.222245,41.425621
99,2023-01-05 02:00:00,32.0,22.64,27.0,4.0,29.0,2,5,1,3,ES1148A,2.222245,41.425621
100,2023-01-05 03:00:00,31.0,22.64,27.0,3.0,28.0,3,5,1,3,ES1148A,2.222245,41.425621
101,2023-01-05 04:00:00,26.0,22.64,26.0,4.0,24.0,4,5,1,3,ES1148A,2.222245,41.425621
102,2023-01-05 05:00:00,25.0,22.64,26.0,3.0,25.0,5,5,1,3,ES1148A,2.222245,41.425621
103,2023-01-05 06:00:00,32.0,22.64,29.0,1.0,30.0,6,5,1,3,ES1148A,2.222245,41.425621
104,2023-01-05 07:00:00,36.0,22.64,31.0,2.0,33.0,7,5,1,3,ES1148A,2.222245,41.425621
105,2023-01-05 08:00:00,35.0,22.64,36.0,3.0,33.0,8,5,1,3,ES1148A,2.222245,41.425621
106,2023-01-05 09:00:00,33.0,22.64,37.0,6.0,34.0,9,5,1,3,ES1148A,2.222245,41.425621
107,2023-01-05 10:00:00,26.0,22.64,37.0,12.0,28.0,10,5,1,3,ES1148A,2.222245,41.425621
108,2023-01-05 11:00:00,25.0,22.64,32.0,19.0,26.0,11,5,1,3,ES1148A,2.222245,41.425621
109,2023-01-05 12:00:00,22.0,22.64,42.0,24.0,27.0,12,5,1,3,ES1148A,2.222245,41.425621
110,2023-01-05 13:00:00,41.0,22.64,53.0,24.0,48.0,13,5,1,3,ES1148A,2.222245,41.425621
111,2023-01-05 14:00:00,65.0,22.64,47.0,25.0,44.0,14,5,1,3,ES1148A,2.222245,41.425621
112,2023-01-05 15:00:00,44.0,22.64,36.0,39.0,32.0,15,5,1,3,ES1148A,2.222245,41.425621
113,2023-01-05 16:00:00,55.0,22.64,42.0,38.0,39.0,16,5,1,3,ES1148A,2.222245,41.425621
114,2023-01-05 17:00:00,81.0,22.64,46.0,10.0,68.0,17,5,1,3,ES1148A,2.222245,41.425621
115,2023-01-05 18:00:00,84.0,22.64,55.0,1.0,80.0,18,5,1,3,ES1148A,2.222245,41.425621
116,2023-01-05 19:00:00,61.0,22.64,61.0,2.0,70.0,19,5,1,3,ES1148A,2.222245,41.425621
117,2023-01-05 20:00:00,41.0,22.64,61.0,6.0,61.0,20,5,1,3,ES1148A,2.222245,41.425621
118,2023-01-05 21:00:00,38.0,22.64,57.0,19.0,42.0,21,5,1,3,ES1148A,2.222245,41.425621
119,2023-01-05 22:00:00,26.0,22.64,51.0,28.0,32.0,22,5,1,3,ES1148A,2.222245,41.425621
120,2023-01-05 23:00:00,25.0,24.03,38.0,29.0,28.0,23,5,1,3,ES1148A,2.222245,41.425621
121,2023-01-06 00:00:00,24.0,24.03,38.0,24.0,28.0,0,6,1,4,ES1148A,2.222245,41.425621
122,2023-01-06 01:00:00,24.0,24.03,33.0,22.0,25.0,1,6,1,4,ES1148A,2.222245,41.425621
123,2023-01-06 02:00:00,29.0,24.03,29.0,15.0,29.0,2,6,1,4,ES1148A,2.222245,41.425621
124,2023-01-06 03:00:00,26.0,24.03,29.0,13.0,26.0,3,6,1,4,ES1148A,2.222245,41.425621
125,2023-01-06 04:00:00,30.0,24.03,26.0,11.0,28.0,4,6,1,4,ES1148A,2.222245,41.425621
126,2023-01-06 05:00:00,31.0,24.03,27.0,8.0,30.0,5,6,1,4,ES1148A,2.222245,41.425621
127,2023-01-06 06:00:00,30.0,24.03,30.0,3.0,30.0,6,6,1,4,ES1148A,2.222245,41.425621
128,2023-01-06 07:00:00,36.0,24.03,26.0,3.0,31.0,7,6,1,4,ES1148A,2.222245,41.425621
129,2023-01-06 08:00:00,36.0,24.03,24.0,8.0,29.0,8,6,1,4,ES1148A,2.222245,41.425621
130,2023-01-06 09:00:00,33.0,24.03,26.0,13.0,29.0,9,6,1,4,ES1148A,2.222245,41.425621
131,2023-01-06 10:00:00,32.0,24.03,26.0,19.0,30.0,10,6,1,4,ES1148A,2.222245,41.425621
132,2023-01-06 11:00:00,35.0,24.03,26.0,26.0,30.0,11,6,1,4,ES1148A,2.222245,41.425621
133,2023-01-06 12:00:00,29.0,24.03,27.0,42.0,22.0,12,6,1,4,ES1148A,2.222245,41.425621
134,2023-01-06 13:00:00,20.0,24.03,16.0,58.0,10.0,13,6,1,4,ES1148A,2.222245,41.425621
135,2023-01-06 14:00:00,16.0,24.03,14.0,57.0,11.0,14,6,1,4,ES1148A,2.222245,41.425621
136,2023-01-06 15:00:00,18.0,24.03,15.0,53.0,14.0,15,6,1,4,ES1148A,2.222245,41.425621
137,2023-01-06 16:00:00,30.0,24.03,42.0,32.0,33.0,16,6,1,4,ES1148A,2.222245,41.425621
138,2023-01-06 17:00:00,64.0,24.03,57.0,4.0,63.0,17,6,1,4,ES1148A,2.222245,41.425621
139,2023-01-06 18:00:00,75.0,24.03,57.0,2.0,70.0,18,6,1,4,ES1148A,2.222245,41.425621
140,2023-01-06 19:00:00,72.0,24.03,58.0,2.0,75.0,19,6,1,4,ES1148A,2.222245,41.425621
141,2023-01-06 20:00:00,61.0,24.03,62.0,2.0,62.0,20,6,1,4,ES1148A,2.222245,41.425621
142,2023-01-06 21:00:00,56.0,24.03,55.0,3.0,56.0,21,6,1,4,ES1148A,2.222245,41.425621
143,2023-01-06 22:00:00,52.0,24.03,48.0,3.0,50.0,22,6,1,4,ES1148A,2.222245,41.425621
144,2023-01-06 23:00:00,49.0,23.415703125,43.0,3.0,46.0,23,6,1,4,ES1148A,2.222245,41.425621
145,2023-01-07 00:00:00,41.0,23.415703125,38.0,2.0,41.0,0,7,1,5,ES1148A,2.222245,41.425621
146,2023-01-07 01:00:00,36.0,23.415703125,36.0,2.0,36.0,1,7,1,5,ES1148A,2.222245,41.425621
147,2023-01-07 02:00:00,31.0,23.415703125,31.0,6.0,32.0,2,7,1,5,ES1148A,2.222245,41.425621
148,2023-01-07 03:00:00,28.0,23.415703125,27.0,11.0,28.0,3,7,1,5,ES1148A,2.222245,41.425621
149,2023-01-07 04:00:00,24.0,23.415703125,27.0,11.0,26.0,4,7,1,5,ES1148A,2.222245,41.425621
150,2023-01-07 05:00:00,22.0,23.415703125,30.0,16.0,24.0,5,7,1,5,ES1148A,2.222245,41.425621
151,2023-01-07 06:00:00,28.0,23.415703125,33.0,10.0,31.0,6,7,1,5,ES1148A,2.222245,41.425621
152,2023-01-07 07:00:00,23.0,23.415703125,36.0,18.0,27.0,7,7,1,5,ES1148A,2.222245,41.425621
153,2023-01-07 08:00:00,22.0,23.415703125,36.0,19.0,31.0,8,7,1,5,ES1148A,2.222245,41.425621
154,2023-01-07 09:00:00,17.0,23.415703125,36.0,33.0,29.0,9,7,1,5,ES1148A,2.222245,41.425621
155,2023-01-07 10:00:00,17.0,23.415703125,14.0,51.0,15.0,10,7,1,5,ES1148A,2.222245,41.425621
156,2023-01-07 11:00:00,16.0,23.415703125,14.0,52.0,11.0,11,7,1,5,ES1148A,2.222245,41.425621
157,2023-01-07 12:00:00,15.0,23.415703125,12.0,54.0,12.0,12,7,1,5,ES1148A,2.222245,41.425621
158,2023-01-07 13:00:00,13.0,23.415703125,16.0,61.0,14.0,13,7,1,5,ES1148A,2.222245,41.425621
159,2023-01-07 14:00:00,15.0,23.415703125,17.0,58.0,15.0,14,7,1,5,ES1148A,2.222245,41.425621
160,2023-01-07 15:00:00,19.0,23.415703125,19.0,43.0,28.0,15,7,1,5,ES1148A,2.222245,41.425621
161,2023-01-07 16:00:00,22.0,23.415703125,32.0,38.0,34.0,16,7,1,5,ES1148A,2.222245,41.425621
162,2023-01-07 17:00:00,28.0,23.415703125,18.0,53.0,20.0,17,7,1,5,ES1148A,2.222245,41.425621
163,2023-01-07 18:00:00,30.0,23.415703125,21.0,46.0,27.0,18,7,1,5,ES1148A,2.222245,41.425621
164,2023-01-07 19:00:00,30.0,23.415703125,21.0,24.0,46.0,19,7,1,5,ES1148A,2.222245,41.425621
165,2023-01-07 20:00:00,29.0,23.415703125,40.0,27.0,40.0,20,7,1,5,ES1148A,2.222245,41.425621
166,2023-01-07 21:00:00,23.0,23.415703125,55.0,25.0,40.0,21,7,1,5,ES1148A,2.222245,41.425621
167,2023-01-07 22:00:00,25.0,23.415703125,62.0,20.0,42.0,22,7,1,5,ES1148A,2.222245,41.425621
168,2023-01-07 23:00:00,27.0,12.92,58.0,1.0,66.0,23,7,1,5,ES1148A,2.222245,41.425621
169,2023-01-08 00:00:00,29.0,12.92,56.0,1.0,65.0,0,8,1,6,ES1148A,2.222245,41.425621
170,2023-01-08 01:00:00,23.0,12.92,56.0,14.0,48.0,1,8,1,6,ES1148A,2.222245,41.425621
171,2023-01-08 02:00:00,12.0,12.92,45.0,35.0,27.0,2,8,1,6,ES1148A,2.222245,41.425621
172,2023-01-08 03:00:00,14.0,12.92,36.0,40.0,22.0,3,8,1,6,ES1148A,2.222245,41.425621
173,2023-01-08 04:00:00,19.0,12.92,25.0,25.0,30.0,4,8,1,6,ES1148A,2.222245,41.425621
174,2023-01-08 05:00:00,29.0,12.92,23.0,18.0,39.0,5,8,1,6,ES1148A,2.222245,41.425621
175,2023-01-08 06:00:00,25.0,12.92,30.0,12.0,43.0,6,8,1,6,ES1148A,2.222245,41.425621
176,2023-01-08 07:00:00,29.0,12.92,28.0,12.0,43.0,7,8,1,6,ES1148A,2.222245,41.425621
177,2023-01-08 08:00:00,29.0,12.92,42.0,20.0,34.0,8,8,1,6,ES1148A,2.222245,41.425621
178,2023-01-08 09:00:00,31.0,12.92,34.0,14.0,38.0,9,8,1,6,ES1148A,2.222245,41.425621
179,2023-01-08 10:00:00,27.0,12.92,27.0,22.0,35.0,10,8,1,6,ES1148A,2.222245,41.425621
180,2023-01-08 11:00:00,37.0,12.92,29.0,35.0,30.0,11,8,1,6,ES1148A,2.222245,41.425621
181,2023-01-08 12:00:00,44.0,12.92,34.0,29.0,32.0,12,8,1,6,ES1148A,2.222245,41.425621
182,2023-01-08 13:00:00,48.0,12.92,34.0,32.0,26.0,13,8,1,6,ES1148A,2.222245,41.425621
183,2023-01-08 14:00:00,29.0,12.92,24.0,37.0,25.0,14,8,1,6,ES1148A,2.222245,41.425621
184,2023-01-08 15:00:00,28.0,12.92,33.0,20.0,38.0,15,8,1,6,ES1148A,2.222245,41.425621
185,2023-01-08 16:00:00,37.0,12.92,48.0,8.0,49.0,16,8,1,6,ES1148A,2.222245,41.425621
186,2023-01-08 17:00:00,46.0,12.92,43.0,11.0,48.0,17,8,1,6,ES1148A,2.222245,41.425621
187,2023-01-08 18:00:00,36.0,12.92,50.0,2.0,56.0,18,8,1,6,ES1148A,2.222245,41.425621
188,2023-01-08 19:00:00,39.0,12.92,51.0,9.0,47.0,19,8,1,6,ES1148A,2.222245,41.425621
189,2023-01-08 20:00:00,21.0,12.92,45.0,12.0,44.0,20,8,1,6,ES1148A,2.222245,41.425621
190,2023-01-08 21:00:00,23.0,12.92,37.0,10.0,44.0,21,8,1,6,ES1148A,2.222245,41.425621
191,2023-01-08 22:00:00,16.0,12.92,25.0,5.0,49.0,22,8,1,6,ES1148A,2.222245,41.425621
192,2023-01-08 23:00:00,23.0,10.28,41.0,7.0,39.0,23,8,1,6,ES1148A,2.222245,41.425621
193,2023-01-09 00:00:00,24.0,10.28,38.0,3.0,38.0,0,9,1,0,ES1148A,2.222245,41.425621
194,2023-01-09 01:00:00,11.0,10.28,26.0,29.0,20.0,1,9,1,0,ES1148A,2.222245,41.425621
195,2023-01-09 02:00:00,17.0,10.28,24.0,29.0,17.0,2,9,1,0,ES1148A,2.222245,41.425621
196,2023-01-09 03:00:00,17.0,10.28,16.0,43.0,12.0,3,9,1,0,ES1148A,2.222245,41.425621
197,2023-01-09 04:00:00,38.0,10.28,11.0,47.0,20.0,4,9,1,0,ES1148A,2.222245,41.425621
198,2023-01-09 05:00:00,48.0,10.28,19.0,28.0,40.0,5,9,1,0,ES1148A,2.222245,41.425621
199,2023-01-09 06:00:00,73.0,10.28,15.0,17.0,51.0,6,9,1,0,ES1148A,2.222245,41.425621
200,2023-01-09 07:00:00,74.0,10.28,27.0,4.0,66.0,7,9,1,0,ES1148A,2.222245,41.425621
201,2023-01-09 08:00:00,32.0,10.28,25.0,33.0,35.0,8,9,1,0,ES1148A,2.222245,41.425621
202,2023-01-09 09:00:00,19.0,10.28,18.0,48.0,22.0,9,9,1,0,ES1148A,2.222245,41.425621
203,2023-01-09 10:00:00,20.0,10.28,19.0,51.0,22.0,10,9,1,0,ES1148A,2.222245,41.425621
204,2023-01-09 11:00:00,20.0,10.28,18.0,55.0,21.0,11,9,1,0,ES1148A,2.222245,41.425621
205,2023-01-09 12:00:00,17.0,10.28,16.0,61.0,19.0,12,9,1,0,ES1148A,2.222245,41.425621
206,2023-01-09 13:00:00,15.0,10.28,13.0,64.0,16.0,13,9,1,0,ES1148A,2.222245,41.425621
207,2023-01-09 14:00:00,15.0,10.28,12.0,64.0,16.0,14,9,1,0,ES1148A,2.222245,41.425621
208,2023-01-09 15:00:00,16.0,10.28,11.0,62.0,18.0,15,9,1,0,ES1148A,2.222245,41.425621
209,2023-01-09 16:00:00,18.0,10.28,15.0,53.0,27.0,16,9,1,0,ES1148A,2.222245,41.425621
210,2023-01-09 17:00:00,23.0,10.28,17.0,52.0,26.0,17,9,1,0,ES1148A,2.222245,41.425621
211,2023-01-09 18:00:00,22.0,10.28,12.0,56.0,20.0,18,9,1,0,ES1148A,2.222245,41.425621
212,2023-01-09 19:00:00,18.0,10.28,14.0,57.0,18.0,19,9,1,0,ES1148A,2.222245,41.425621
213,2023-01-09 20:00:00,17.0,10.28,15.0,57.0,17.0,20,9,1,0,ES1148A,2.222245,41.425621
214,2023-01-09 21:00:00,14.0,10.28,17.0,56.0,15.0,21,9,1,0,ES1148A,2.222245,41.425621
215,2023-01-09 22:00:00,14.0,10.28,21.0,54.0,15.0,22,9,1,0,ES1148A,2.222245,41.425621
216,2023-01-09 23:00:00,9.0,18.47,10.0,60.0,8.0,23,9,1,0,ES1148A,2.222245,41.425621
217,2023-01-10 00:00:00,11.0,18.47,14.0,61.0,8.0,0,10,1,1,ES1148A,2.222245,41.425621
218,2023-01-10 01:00:00,25.0,18.47,7.0,43.0,18.0,1,10,1,1,ES1148A,2.222245,41.425621
219,2023-01-10 02:00:00,43.0,18.47,18.0,13.0,39.0,2,10,1,1,ES1148A,2.222245,41.425621
220,2023-01-10 03:00:00,41.0,18.47,22.0,10.0,37.0,3,10,1,1,ES1148A,2.222245,41.425621
221,2023-01-10 04:00:00,38.0,18.47,25.0,7.0,41.0,4,10,1,1,ES1148A,2.222245,41.425621
222,2023-01-10 05:00:00,43.0,18.47,33.0,4.0,47.0,5,10,1,1,ES1148A,2.222245,41.425621
223,2023-01-10 06:00:00,44.0,18.47,46.0,3.0,53.0,6,10,1,1,ES1148A,2.222245,41.425621
224,2023-01-10 07:00:00,47.0,18.47,60.0,3.0,57.0,7,10,1,1,ES1148A,2.222245,41.425621
225,2023-01-10 08:00:00,54.0,18.47,50.0,5.0,59.0,8,10,1,1,ES1148A,2.222245,41.425621
226,2023-01-10 09:00:00,40.0,18.47,43.0,13.0,52.0,9,10,1,1,ES1148A,2.222245,41.425621
227,2023-01-10 10:00:00,25.0,18.47,26.0,27.0,37.0,10,10,1,1,ES1148A,2.222245,41.425621
228,2023-01-10 11:00:00,23.0,18.47,19.0,42.0,25.0,11,10,1,1,ES1148A,2.222245,41.425621
229,2023-01-10 12:00:00,32.0,18.47,19.0,45.0,20.0,12,10,1,1,ES1148A,2.222245,41.425621
230,2023-01-10 13:00:00,30.0,18.47,23.0,45.0,21.0,13,10,1,1,ES1148A,2.222245,41.425621
231,2023-01-10 14:00:00,25.0,18.47,21.0,57.0,19.0,14,10,1,1,ES1148A,2.222245,41.425621
232,2023-01-10 15:00:00,33.0,18.47,30.0,58.0,22.0,15,10,1,1,ES1148A,2.222245,41.425621
233,2023-01-10 16:00:00,67.0,18.47,54.0,34.0,56.0,16,10,1,1,ES1148A,2.222245,41.425621
234,2023-01-10 17:00:00,68.0,18.47,53.0,25.0,49.0,17,10,1,1,ES1148A,2.222245,41.425621
